,Permit_Issuance_Date,License_Issuance_Date,Face_Value_Amount,Subtypes_Statements_Only,Application_Acceptance_Date,ApplID
0,,,0.0,,,UN000404
1,,,0.0,,,UN000327
2,,,0.0,,,UN000718
3,,,0.0,,,UN000740
4,,,0.0,,,UN000581
5,,,0.0,,,UN001040
6,,,0.0,,2014-12-09,UN000834
7,,,0.0,,,UN000785
8,,,0.0,,,UN001027
9,,,0.0,,,UN001117
10,,,0.0,,,UN001213
11,,,0.0,,,31-10-02
12,,,0.0,,,UN000589
13,,,0.0,,,UN000590
14,,,0.0,,,UN000812
15,,,0.0,,,UN000950
16,,,0.0,,,UN001014
17,,,0.0,,,J000023
18,,,0.0,,,NJ000233
19,,,0.0,,,UN000837
20,,,0.0,,2008-04-08,43-13-01
21,,,0.0,,,UN000294
22,,,0.0,,,UN001034
23,,,0.0,,,UN001101
24,,,0.0,,,47-05-03
25,,,0.0,,,UN000584
26,,,0.0,,,UN000652
27,,,0.0,,,UN001033
28,,,0.0,,,UN000954
29,,,0.0,,,UN001131
30,,,0.0,,,NJ000228
31,,,0.0,,2014-06-24,UN000833
32,,,0.0,,,54-15-03
33,,,0.0,,,UN000706
34,,,0.0,,,UN000395
35,,,0.0,,,UN000363
36,,,0.0,,,UN000756
37,,,0.0,,,UN000902
38,,,0.0,,,UN000868
39,,,0.0,,2008-04-25,45-07-09
40,,,0.0,,,UN000361
41,,,0.0,,,UN000768
42,,,0.0,,,UN000858
43,,,0.0,,2014-11-05,UN000998
44,,,0.0,,2014-09-05,UN000803
45,,,0.0,,,UN000583
46,,,0.0,,,UN000846
47,,,0.0,,,J000027
48,,,0.0,,,J000026
49,,,0.0,,,40-36-01
50,,,0.0,,,UN000579
51,,,0.0,,,UN000308
52,,,0.0,,,UN000972
53,,,0.0,,,UN000787
54,,,0.0,,,UN000999
55,,,0.0,,,UN000922
56,,,0.0,,,UN000885
57,,,0.0,,,UN000973
58,,,0.0,,,UN000875
59,,,0.0,,,UN001240
60,,,0.0,,,NJ000225
61,,,0.0,,,NJ000231
62,,,0.0,,,UN000847
63,,,0.0,,,32-25-01
64,,,0.0,,,UN000396
65,,,0.0,,,UN000291
66,,,0.0,,,UN000780
67,,,0.0,,,UN001047
68,,,0.0,,,UN001069
69,,,0.0,,,UN001327
70,,,0.0,,,29-00-01
71,,,0.0,,,UN000360
72,,,0.0,,,UN000871
73,,,0.0,,,UN001099
74,,,0.0,,,34-00
75,,,0.0,,,34-04-05
76,,,0.0,,,UN000576
77,,,0.0,,,UN000257
78,,,0.0,,,UN001028
79,,,0.0,,,UN000925
80,,,0.0,,,UN000930
81,,,0.0,,,UN001074
82,,,0.0,,,NJ000232
83,,,0.0,,,UN000831
84,,,0.0,,,40-01-13
85,,,0.0,,,UN000318
86,,,0.0,,,UN000357
87,,,0.0,,,UN000300
88,,,0.0,,,UN001029
89,,,0.0,,,UN001060
90,,,0.0,,,UN001084
91,,,0.0,,,UN000829
92,,,0.0,,,45-48-01
93,,,0.0,,,UN000424
94,,,0.0,,,UN000313
95,,,0.0,,,UN000892
96,,,0.0,,,UN000580
97,,,0.0,,,49-15-06
98,,,0.0,,2014-12-09,UN000835
99,,,0.0,,,UN001021
100,,,0.0,,,UN001072
101,,,0.0,,,26-18-03
102,,,0.0,,,46-13-02
103,,,0.0,,,45-07-13
104,,,0.0,,,33-11-05
105,,,0.0,,,UN000861
106,,,0.0,,2013-08-27,UN000991
107,,,0.0,,,UN000565
108,,,0.0,,,NJ000230
109,,,0.0,,,NJ000237
110,,,0.0,,,UN000869
111,,,0.0,,,55-03-03
112,,,0.0,,,UN000307
113,,,0.0,,,UN000873
114,,,0.0,,,UN001001
115,,,0.0,,,UN000900
116,,,0.0,,,UN000883
117,,,0.0,,,45-07-11
118,,,0.0,,,45-07-12
119,,,0.0,,,46-09-02
120,,,0.0,,,53-35-01
121,,,0.0,,2008-04-25,45-07-04
122,,,0.0,,,UN000406
123,,,0.0,,,UN000407
124,,,0.0,,,UN000297
125,,,0.0,,2014-09-05,UN000804
126,,,0.0,,,UN000849
127,,,0.0,,,NJ000238
128,,,0.0,,2008-04-25,45-07-06
129,,,0.0,,,UN000808
130,,,0.0,,,UN000870
131,,,0.0,,,52-21-01
132,,,0.0,,2015-04-07,UN000877
133,,,0.0,,,UN001017
134,,,0.0,,,UN000924
135,,,0.0,,,A032929
136,,,0.0,,,UN001212
137,,,0.0,,,NJ000226
138,,,0.0,,,25-29-01
139,,,0.0,,,45-07-14
140,,,0.0,,,52-02-03
141,,,0.0,,,UN000566
142,,,0.0,,2015-08-18,UN000990
143,,,0.0,,,UN000884
144,,,0.0,,,UN000926
145,,,0.0,,,UN000904
146,,,0.0,,2016-02-09,UN001035
147,,,0.0,,,UN001081
148,,,0.0,,,UN001107
149,,,0.0,,,UN000850
150,,,0.0,,,UN000409
151,,,0.0,,,UN000713
152,,,0.0,,,UN000560
153,,,0.0,,2014-08-20,UN000985
154,,,0.0,,,UN000798
155,,,0.0,,,UN001023
156,,,0.0,,,UN001320
157,,,0.0,,,UN000797
158,,,0.0,,,UN000830
159,,,0.0,,,46-14-01
160,,,0.0,,,49-21-03
161,,,0.0,,,UN000671
162,,,0.0,,,UN000299
163,,,0.0,,,UN000552
164,,,0.0,,,UN000710
165,,,0.0,,,UN000341
166,,,0.0,,,UN000362
167,,,0.0,,,UN000888
168,,,0.0,,,UN000855
169,,,0.0,,,UN001073
170,,,0.0,,,NJ000229
171,,,0.0,,,28-36-01
172,,,0.0,,,UN000848
173,,,0.0,,,UN000956
174,,,0.0,,,UN001059
175,,,0.0,,,UN000864
176,,,0.0,,,33-03-02
177,,,0.0,,,29-29-01
178,,,0.0,,,UN000786
179,,,0.0,,2014-07-09,UN000984
180,,,0.0,,,UN000774
181,,,0.0,,,UN001321
182,,,0.0,,2008-04-25,45-07-10
183,,,0.0,,,29-31-01
184,,,0.0,,,UN000265
185,,,21.0,,,UN000243
186,,,0.0,,,UN000889
187,,,0.0,,,UN000921
188,,,0.0,,,UN001010
189,,,0.0,,,UN001154
190,,,0.0,,,UN001308
191,,,0.0,,,UN000854
192,,,0.0,,,40-03-08
193,,,0.0,,,UN000891
194,,,0.0,,,UN001098
195,,,0.0,,,J000025
196,,,0.0,,,UN000309
197,,,0.0,,,UN000415
198,,,0.0,,,UN000399
199,,,0.0,,2015-06-10,UN000986
200,,,0.0,,,UN001100
201,,,0.0,,,UN001092
202,,,0.0,,,UN001243
203,,,0.0,,,UN001193
204,,,0.0,,,J000024
205,,,0.0,,2014-11-20,UN000823
206,,,0.0,,,UN000585
207,,,0.0,,,UN000398
208,,,0.0,,,UN001054
209,,,0.0,,,UN001058
210,,,0.0,,,UN000856
211,,,0.0,,,UN001048
212,,,0.0,,,UN001105
213,,,0.0,,,UN001195
214,,,0.0,,,40-00
215,,,0.0,,,UN000397
216,,,0.0,,,UN000559
217,,,0.0,,,UN000857
218,,,0.0,,,UN000944
219,,,0.0,,,UN000934
220,,,0.0,,,UN001108
221,,,0.0,,,UN001214
222,,,0.0,,,UN001215
223,,,0.0,,,47-17
224,,,0.0,,,37-08-02
225,,,0.0,,,UN000402
226,,,0.0,,,UN000641
227,,,0.0,,,UN000953
228,,,0.0,,2013-09-24,UN000992
229,,,0.0,,,UN001211
230,,,0.0,,,45-07-15
231,,,0.0,,,UN000709
232,,,0.0,,,UN000586
233,,,0.0,,,UN000391
234,,,0.0,,,UN000588
235,,,0.0,,,UN000874
236,,,0.0,,,UN001310
237,,,0.0,,,UN001309
238,,2018-05-11,2.5,,2018-01-08,D032762
239,,,0.0,Riparian,2017-08-07,S026699
240,,2018-05-11,1.34,,2018-01-16,D032695
241,,,0.0,,,UN001337
242,,2018-05-11,1.06,,2018-01-16,D032589
243,,2018-05-10,0.47,,2017-03-30,D032402
244,,2018-05-10,3.12,,2018-01-16,D032714
245,,2018-05-10,0.29,,2018-02-07,D032606
246,,2018-05-10,0.84,,2018-01-04,D032663
247,,2018-05-10,0.48,,2018-01-04,D032750
248,,2018-05-10,2.85,,,D032861
249,,2018-05-10,0.87,,2018-01-04,D032786
250,,2018-05-10,3.43,,2018-01-09,D032637
251,,2018-05-10,0.2,,2017-08-29,D032233
252,,2018-05-10,1.6,,2018-01-08,D032652
253,,2018-05-10,1.26,,2018-01-10,D032730
254,,2018-05-09,2.4,,2018-01-09,D032643
255,,,0.0,"Riparian 




              Incomplete Statement",2013-09-20,S023170
256,,,0.0,"Riparian 




              Incomplete Statement",2013-09-20,S023180
257,,2018-05-09,1.73,,,D032584
258,,2018-05-09,1.07,,2018-01-08,D032780
259,,2018-05-09,0.43,,2018-01-04,D032739
260,,2018-05-08,2.45,,2018-05-08,D032421
261,,1999-06-01,1.7,,1999-02-18,D030834
262,,2004-09-15,8.8,,2004-04-29,L031503
263,,2005-04-18,5.0,,2004-11-29,D031551
264,,,0.0,"Riparian 




              Incomplete Statement",2013-10-17,S023528
265,,2000-02-23,5.0,,1999-10-14,D030964
266,,2004-11-29,5.0,,2004-10-14,D031547
267,,2005-08-03,4.4,,2004-03-18,L031493
268,,1994-11-20,2.5,,1994-09-20,D030401
269,,1999-12-01,1.5,,1999-09-17,D030948
270,,2000-03-01,4.5,,1999-10-14,D030952
271,,1998-11-03,5.0,,1998-08-31,D030754
272,,1999-02-16,10.0,,1998-09-25,D030771
273,,2018-05-08,1.4,,2018-05-08,D032281
274,,2018-05-07,0.12,,,D032873
275,,2018-05-07,2.43,,,D032525
276,,2018-05-07,2.33,,2018-01-09,D032638
277,,,0.0,Other - Sheetflow or diffused surface water,2017-07-11,S026300
278,,2018-05-03,0.84,,,D032549
279,,2018-05-03,0.4,,2018-01-16,D032840
280,,2018-05-03,1.42,,2018-01-16,D032856
281,,2018-05-03,0.347,,2018-01-16,D032654
282,,2018-05-03,3.18,,2018-01-16,D032677
283,,2018-05-03,0.32,,,D032339
284,,,3.2,,,L032931
285,,,6.7,,,L032930
286,,,0.0,Riparian,2018-05-03,S027687
287,,,0.0,Riparian,2018-05-03,S027686
288,,2018-05-01,0.51,,2014-10-28,D032311
289,,,0.0,,,UN001334
290,,,0.0,,,UN001335
291,,2018-05-01,0.31,,2018-02-13,D032859
292,,2018-05-01,0.27,,,D032312
293,,,0.0,,1989-01-24,G362955
294,,,0.0,,2017-05-25,S026160
295,,2018-04-30,0.25,,2018-01-08,D032729
296,,2018-04-30,1.1,,2017-12-07,L032793
297,,2018-04-30,0.66,,2018-01-03,D032719
298,,,0.0,,2017-05-25,S026161
299,,2018-04-30,2.1,,2017-11-21,L032794
300,,,0.0,,2018-04-30,G193652
301,,2018-04-30,0.34,,2018-01-08,D032715
302,,2018-04-30,1.2,,2018-01-16,D032532
303,,,0.0,,,H032929
304,,2018-04-30,0.58,,2018-01-16,D032781
305,,2018-04-30,0.57,,2018-01-16,D032754
306,,,0.0,Riparian,2017-09-15,S027262
307,1958-03-06,1966-03-09,0.7,,1957-07-30,A017747
308,,2018-04-26,3.5,,2017-11-13,L032792
309,,2018-04-26,0.35,,2015-04-29,D032404
310,,,0.0,,2017-05-25,S026162
311,,,0.0,Riparian,2017-09-15,S027266
312,,,0.0,Other - Well #1,2017-08-25,S026986
313,,,0.0,Other - Well #2,2017-08-25,S026985
314,,2018-04-26,0.52,,2018-04-26,D032722
315,,,389.0,,,T032921
316,,2018-04-25,1.82,,,D032639
317,,,0.0,"Riparian 


              Other - Well",2017-08-11,S026787
318,,2018-04-25,1.2,,2016-08-04,D032706
319,,,0.0,,2009-06-23,G363805
320,,,0.0,,1982-04-20,G362447
321,,,0.0,,1982-04-20,G361738
322,,,0.0,,1982-04-20,G361703
323,,,0.0,,2005-06-15,G363793
324,,,0.0,,1992-05-22,G363238
325,,2018-04-24,0.47,,,D032434
326,,,0.0,,2006-08-28,G363799
327,,,0.0,,2006-08-28,G363798
328,,2018-04-24,2.0,,2017-12-29,D032680
329,,,0.0,,1982-04-20,G362421
330,,,0.0,,1982-04-20,G361995
331,,,0.0,Other - Groundwater Well,2017-08-24,S026971
332,,,0.0,,1991-06-27,G363143
333,,,0.0,,1982-04-20,G362448
334,,,0.0,,1986-07-15,G362845
335,,,0.0,,2005-07-25,G363779
336,,2018-04-24,1.0,,2017-03-29,D032242
337,,,0.0,,1989-06-23,G363020
338,,,0.0,,1993-05-14,G363455
339,,,0.0,,1999-06-28,G363702
340,,,0.0,,1982-04-20,G362366
341,,,0.0,,1989-06-23,G363018
342,,,0.0,,1982-04-20,G360638
343,,2018-04-23,0.18,,,D032416
344,,,0.0,Riparian,2017-08-18,S026898
345,,2018-04-23,0.2,,2015-07-06,D032445
346,,2018-04-23,2.21,,2015-04-06,D032384
347,,,0.0,,2017-05-08,WW0091
348,,2018-04-20,0.45,,2015-03-09,D032356
349,,2018-04-20,1.49,,2014-08-12,D032298
350,,,0.0,Riparian,2017-08-01,S026593
351,,,0.0,Riparian,1998-03-31,S014951
352,,,0.0,Riparian,2017-08-01,S026592
353,,,0.0,Riparian,2017-08-01,S026594
354,,,0.0,,2018-04-18,G363821
355,,,0.0,,2018-04-18,G363820
356,,,0.0,Riparian,1991-01-09,S013570
357,,,0.58,,,D032928
358,,,0.0,Riparian,2017-03-06,S026061
359,2018-04-16,,23.0,,2010-03-30,A031824
360,,,0.0,Other - Application A030261,2012-06-21,S018385
361,,2018-04-16,3.2,,2017-11-13,L032789
362,2018-04-16,,31.4,,1993-06-14,A030261
363,,,0.29,,2018-01-04,D032660
364,,2018-04-16,0.36,,2015-05-26,D032430
365,,,0.0,Other - Application A031824,2012-10-18,S022198
366,,,0.0,,2017-05-25,S026153
367,,,0.0,Other - Application A030261,2012-06-21,S018388
368,,,0.0,,1982-04-21,G193111
369,,,3.2,,,L032573
370,,2018-04-11,1.4,,2017-12-21,L032796
371,,,0.4,,,H032837
372,,2018-04-11,1.4,,2018-01-17,L032191
373,,,0.6,,,H032683
374,,,0.0,,2017-05-25,S026158
375,,,2.5,,,L032574
376,,2018-04-11,5.3,,2017-12-21,L032795
377,,,6.5,,,L032575
378,,,0.0,,2017-05-25,S026159
379,,2018-04-10,1.08,,,D032541
380,,2018-04-10,0.8,,2018-01-08,D032585
381,,,0.0,,1982-04-21,G190781
382,,,940.0,,1969-05-13,A023275
383,,,0.0,Other - Well,2017-07-18,S026430
384,,1979-07-31,0.0,,1977-12-16,C002380
385,,,0.0,,,UN001328
386,,,0.0,Riparian,2013-07-19,S022817
387,,,0.0,,,D032927
388,,,0.0,,,UN001332
389,,,0.0,Riparian,2012-08-27,S021650
390,,,0.0,Riparian,2013-01-22,S022432
391,,,0.0,Riparian,1967-04-18,S000571
392,,,0.0,,,L032925
393,,2018-04-03,1.33,,2014-08-12,D032295
394,,2018-04-03,4.8,,2016-03-14,D032622
395,,,1.07,,,D032628
396,,,0.34,,,D032926
397,,,389.0,,,A032923
398,,,20.0,,,H032924
399,,,0.0,,,UN001331
400,,2018-04-03,0.408,,2017-03-13,D032613
401,,2018-04-02,0.23,,,D032576
402,,2018-04-02,2.69,,2016-12-21,D032759
403,,2018-04-02,0.11,,2015-03-19,D032360
404,,,0.0,,,UN001333
405,,,0.0,Riparian,1982-07-23,S010890
406,,,0.0,"Riparian 
              Pre 1914",,S018402
407,,,0.0,Riparian,2017-09-05,S027135
408,1986-11-10,2018-03-29,1.0,,1985-10-18,A028597
409,2003-01-02,2018-03-29,2.0,,2001-09-28,A031231
410,,,0.0,"Riparian 




              Incomplete Statement",2017-08-31,S027071
411,1985-09-27,2018-03-29,1.5,,1984-11-26,A028334
412,1987-01-26,2018-03-29,1.0,,1986-01-24,A028756
413,1985-11-08,2018-03-29,2.0,,1984-03-22,A028042
414,1985-09-27,2018-03-29,1.0,,1984-10-18,A028291
415,1985-11-08,2018-03-29,1.2,,1984-03-22,A028063
416,1985-11-08,2018-03-29,1.3,,1984-03-22,A028040
417,,,0.0,,2015-07-31,S025102
418,1985-11-08,2018-03-29,2.0,,1984-03-22,A028071
419,1986-04-04,2018-03-29,0.8,,1985-06-28,A028492
420,1987-01-26,2018-03-29,1.0,,1986-01-24,A028757
421,1987-01-26,2018-03-29,1.0,,1986-01-24,A028751
422,1985-11-08,2018-03-29,1.2,,1984-03-22,A028041
423,1985-11-08,2018-03-29,1.2,,1984-03-22,A028060
424,1985-11-08,2018-03-29,2.3,,1984-03-22,A028066
425,,2018-03-28,0.062,,2018-08-17,D032485
426,,,0.0,,,D032922
427,,2018-03-27,0.154,,2016-01-15,D032568
428,,,0.0,,,D032788
429,,,0.544,,,D032624
430,,,0.0,,,D032841
431,,2018-03-23,1.91,,,D032294
432,,,0.0,,,UN001322
433,2018-03-22,,33.5,,2002-12-11,A031599
434,2018-03-22,,2050.0,,2001-04-20,A031176
435,,,0.0,Riparian,2012-01-26,S017099
436,,,0.0,Other - Pending Application,2012-04-09,S017105
437,,,59.0,,1998-03-23,A030687
438,2018-03-22,,1770.0,,2005-05-25,A031572
439,,,0.0,Riparian,1986-01-26,S010581
440,,,0.0,Other - Pending Application,2012-04-09,S017102
441,,,150.0,,1998-03-23,A030688
442,,,2.5,,,L032542
443,,2018-03-21,3.2,,2017-11-13,L032791
444,,,0.0,,2017-05-25,S026152
445,,,0.0,,,L032705
446,1927-04-28,1937-04-19,49.2,,1926-11-15,A005270
447,1936-05-25,1939-07-11,664.2,,1936-03-04,A008570
448,1952-10-21,1964-11-05,1200.0,,1952-07-09,A014900
449,,,0.0,"Riparian 
              Pre 1914",2012-10-18,S022194
450,,2018-03-16,0.13,,,H500556
451,,,0.0,"Riparian 
              Pre 1914",2012-10-18,S022195
452,,2018-03-15,0.1,,,D032327
453,,,0.0,Pre 1914,1977-12-08,S009475
454,,,0.0,Riparian,2012-04-17,S017601
455,,,0.0,Riparian,2012-04-16,S017607
456,,,0.0,Riparian,2012-04-17,S017626
457,,,0.0,Riparian,2012-04-17,S017629
458,,,0.0,Riparian,2012-04-17,S017623
459,,2018-03-12,0.13,,2017-08-23,D032580
460,,,0.0,Pre 1914,1967-01-01,S002926
461,,,0.0,Other - Application A031813,2012-06-25,S018468
462,,2018-03-26,0.1,,2018-03-26,D032619
463,,2018-03-09,0.08,,2018-03-09,D032550
464,,,0.7,,2018-05-10,D032920
465,,2018-03-08,0.32,,,D032577
466,,2018-03-08,0.56,,2016-03-15,D032626
467,,2018-03-07,0.425,,,D032757
468,,2018-03-07,0.05,,,H500163
469,,,0.0,,,D032699
470,,,6.0,,,L032918
471,,,10.0,,,L032919
472,,,0.0,Pre 1914,1969-01-01,S004680
473,,,0.0,Riparian,2013-08-13,S022932
474,,,1.0,,2008-08-01,G193519
475,,,0.0,Other - PENDING APP 31383,2012-04-20,S019325
476,2018-03-01,,15.4,,2003-01-15,A031383
477,,2018-03-01,0.28,,,D032480
478,,,0.0,"Riparian 




              Incomplete Statement",2013-10-16,S023506
479,,,0.0,"Other - Pending application 

              Incomplete Statement",2013-08-27,S023032
480,,,0.0,,,L032916
481,,,0.0,"Riparian 




              Incomplete Statement",2013-10-16,S023508
482,,,0.0,"Other - Pending App UN000453 

              Incomplete Statement",2013-08-30,S023055
483,,,0.0,,,L032917
484,,,0.0,,,UN001336
485,,,0.0,"Riparian 




              Incomplete Statement",2013-10-16,S023507
486,,2018-02-28,8.4,,2017-05-31,D032275
487,,2018-02-28,6.9,,2016-07-11,D032693
488,,2018-02-28,9.4,,2017-05-31,L032353
489,,,0.0,Riparian,2010-06-07,S016616
490,,,0.0,Court Decree/ Adjudication - - Court Decree No. 7035,2002-05-31,S015632
491,1971-10-04,,40.0,,1971-02-11,A023702
492,,2018-02-26,2.7,,,H500360
493,,,0.03,,,D032764
494,,,0.0,Riparian,2004-01-07,S015468
495,,,0.0,,,D032915
496,,,0.0,Riparian,2010-06-21,S016931
497,,,0.0,,,UN001329
498,,2018-02-22,1.13,,,D032461
499,,,0.0,Riparian,1993-03-23,S013886
500,,,0.0,Riparian,2012-08-20,S021527
501,,2018-02-22,1.04,,,D032341
502,,,0.0,Riparian,2012-08-20,S021528
503,,,0.0,Riparian,2004-05-20,S015775
504,,,0.0,,1967-01-01,S001806
505,,,0.0,,1967-01-01,S001807
506,,,0.0,Riparian,2014-09-12,S024626
507,,,0.0,Riparian,2012-09-27,S022057
508,,,0.0,,,UN001330
509,,2018-02-20,0.3,,,D032687
510,,2018-02-20,0.47,,,D032655
511,,2018-02-20,1.47,,,D032474
512,,2018-02-16,2.09,,,H500296
513,,,0.0,,,UN001315
514,,,0.0,,,UN001323
515,,,0.0,Pre 1914,2012-07-24,S021140
516,,2018-02-13,0.52,,,D032401
517,,,0.0,Pre 1914,2012-07-24,S021141
518,,,0.0,Court Decree/ Adjudication - - 2821,2012-08-14,S021456
519,,,0.0,Court Decree/ Adjudication - - 4074,2012-07-24,S021147
520,,,0.7,,,D032829
521,,,0.0,Pre 1914,2012-07-24,S021136
522,,,0.0,Pre 1914,2012-07-24,S021142
523,,,0.0,,,UN001316
524,,,0.0,Court Decree/ Adjudication - - 4074,2012-07-24,S021144
525,,,0.0,Court Decree/ Adjudication - - 2821,2012-08-14,S021457
526,,,0.0,Court Decree/ Adjudication - - 4074,2012-07-24,S021143
527,,,0.0,Court Decree/ Adjudication - - 4074,2012-07-24,S021145
528,,,0.0,,,UN001312
529,,2018-02-09,0.17,,,D032513
530,,,0.0,,,UN001313
531,,,10.0,,2018-03-09,A032904
532,,2018-02-08,0.6,,2017-07-19,D032713
533,,2018-02-08,0.13,,,H500240
534,,,0.0,"Other -  

              Incomplete Statement",2017-09-15,S027248
535,,2018-02-08,2.1,,2017-08-18,L032561
536,,2018-02-08,0.46,,2017-08-11,D032725
537,,2018-02-08,0.47,,,H500239
538,,,0.0,,,H032836
539,,,0.0,,,UN001318
540,,2018-02-06,0.84,,2017-03-30,D032282
541,,,0.0,,2014-10-21,D032310
542,,2018-02-06,1.64,,2018-02-06,D032820
543,,2018-02-06,0.25,,2017-07-18,D032505
544,,2018-02-06,0.23,,,H500244
545,,2018-02-05,1.26,,,D032528
546,,,0.0,,,WW0067
547,,2018-02-05,0.18,,,D032456
548,,2018-02-05,0.4,,,D032659
549,,2018-02-02,0.41,,2015-05-01,D032407
550,2001-01-17,,269.0,,1992-03-26,A030092
551,1924-07-21,1927-02-11,206.3,,1923-05-21,A003425
552,,2018-02-02,0.59,,,H500201
553,2001-01-17,,322.0,,1990-09-11,A029819
554,,2018-02-02,1.89,,,H500272
555,,,0.0,,,L032908
556,,,0.0,Riparian,2018-05-10,S027690
557,,,0.0,,,L032909
558,,2018-02-01,3.78,,2017-09-05,L032562
559,,2018-02-01,1.0,,2017-07-20,D032805
560,,,0.0,,,UN001235
561,,,0.0,,,D032907
562,,,0.0,,2018-05-10,S027691
563,,,0.0,,,L032906
564,,,0.0,,,L032910
565,,,0.0,,,L032913
566,,,0.0,,,L032912
567,,,0.0,,,UN001311
568,,,1.728,,,D032905
569,,,0.0,,2018-05-11,S027694
570,,,0.0,,2018-05-10,S027693
571,,,0.0,,,D032914
572,2018-01-31,,72000.0,,2018-01-31,T032899
573,,,0.0,,,L032911
574,,,0.0,,2018-05-10,S027692
575,,,0.0,,,UN001300
576,,,63.7,,,A032901
577,,,607.9,,,A032902
578,,,0.0,,,A032900
579,,,803.7,,,A032903
580,,,0.0,,,UN001085
581,,,0.0,,,UN001324
582,,,0.0,,,UN000938
583,,2018-01-26,0.73,,2016-12-23,D032761
584,,,0.0,,,UN000949
585,,,0.0,,,UN000958
586,,,0.0,,,UN000927
587,,,0.0,,,UN001012
588,,,0.0,,,UN001299
589,,,0.0,,,UN000959
590,,,0.0,,,UN000957
591,,,0.0,,,UN001057
592,,2018-01-26,0.63,,,D032354
593,,,0.0,,,UN000890
594,,,0.0,,,UN001170
595,,,0.0,,,UN000929
596,,,0.0,,,UN001260
597,,,0.0,,,UN000923
598,,,0.0,,,UN000928
599,,,0.0,,,UN000948
600,,,0.0,,,UN001232
601,,,0.0,,,UN001086
602,,2018-01-25,9.9,,2017-08-30,L032716
603,,2018-01-25,0.0,,2015-03-09,D032355
604,,,0.0,,,UN001209
605,,,0.0,"Other - RES: 1068 

              Incomplete Statement",2013-08-08,S022907
606,,,0.0,Riparian,1995-11-08,S014510
607,,,0.0,,,UN000952
608,,,0.0,Riparian,1995-11-08,S014512
609,,,0.0,,,UN001301
610,,,0.0,Riparian,1987-03-20,S012970
611,,2018-01-24,2.0,,,D032304
612,,,0.0,,,UN001064
613,,,0.0,Riparian,1995-11-08,S014511
614,,,0.0,Riparian,1996-03-22,S014568
615,,2018-01-23,0.24,,,D032361
616,,,0.0,Riparian,2018-05-03,S027688
617,,,0.0,Riparian,2018-05-03,S027689
618,,,0.0,Riparian,2012-02-24,S020023
619,,,0.0,,,UN000807
620,,,0.0,Riparian,2018-05-02,S027685
621,,2018-01-19,2.09,,2014-10-31,D032314
622,,2018-01-19,0.33,,2017-07-18,D032323
623,,2018-01-19,1.48,,2017-02-16,D032607
624,,2018-01-18,2.5,,,D032486
625,,2018-01-18,0.24,,,D032423
626,,,0.0,,,WW0096
627,,,0.0,,,UN001274
628,,,0.0,Pre 1914,1993-10-12,S014126
629,,,0.0,Pre 1914,1993-10-12,S014127
630,,,0.0,"Riparian 
              Pre 1914",2018-04-30,S027682
631,,,0.0,"Riparian 
              Pre 1914",2018-04-30,S027683
632,,,0.0,"Riparian 
              Pre 1914",2018-04-30,S027680
633,,,0.0,"Riparian 
              Pre 1914",2018-04-30,S027678
634,,,0.0,"Riparian 
              Pre 1914",2018-04-30,S027679
635,,,0.0,"Riparian 
              Pre 1914",2018-04-30,S027677
636,,,0.0,"Riparian 
              Pre 1914",2018-04-30,S027681
637,,,0.0,"Riparian 
              Pre 1914",2018-04-30,S027684
638,,2018-01-11,2.3,,,H500139
639,,,72.8,,,A032898
640,,2018-01-09,0.22,,,H500134
641,,,0.0,,,UN001294
642,,2018-01-08,0.26,,2017-07-18,D032516
643,,2018-01-08,0.2,,,D032363
644,,2018-01-08,0.504,,,D032618
645,,,0.0,,1990-05-04,S013427
646,,2018-01-05,0.41,,2015-03-16,D032359
647,,2018-01-05,1.36,,2015-02-06,D032343
648,,,0.0,,,UN001296
649,,,0.0,,,UN001317
650,,,0.0,,,D032818
651,,,0.0,,,D032609
652,,2018-01-25,0.92,,,H500064
653,1962-10-03,1967-11-30,10.0,,1962-03-09,A020650
654,,,0.0,,,UN001199
655,,,0.0,,,D032897
656,,2016-03-15,0.0,,,D032627
657,,,0.0,Riparian,2018-04-30,S027676
658,,,0.24,,,D032807
659,,,0.0,,,D032784
660,,,0.0,,,D032746
661,,,0.0,,,D032838
662,,,0.0,,,D032636
663,,,2.44,,,D032817
664,,,0.0,Riparian,2018-04-30,S027675
665,,,0.662,,,D032634
666,,,0.0,,,D032767
667,,,0.34,,,D032745
668,2017-08-18,,400000.0,,2017-08-18,T032849
669,,,0.0916,,,D032239
670,,,0.0,Court Decree/ Adjudication - - Shasta River Court Decree 7035,2018-04-27,S027672
671,,2017-12-29,0.3,,2017-06-30,L032510
672,,2017-12-29,0.28,,2017-06-30,D032821
673,,,0.0,Court Decree/ Adjudication - - Shasta River Court Decree 7035,2018-04-27,S027674
674,,2017-12-29,2.589,,2017-06-09,D032533
675,,2017-12-29,2.4,,2017-07-26,L032690
676,,2017-12-29,1.4,,2017-06-30,D032509
677,,2017-12-29,1.7,,2017-07-26,L032846
678,,,0.0,Court Decree/ Adjudication - - Shasta River Court Decree 7035,2018-04-27,S027671
679,,,31.97,,,A032896
680,,2017-12-27,5.0,,2017-08-24,D032686
681,,,0.0,,,L032526
682,,,0.0,Other - PENDING SMALL DOMESTIC REGISTRATION,2016-06-22,S025514
683,,,0.0,Riparian,2017-03-06,S026064
684,,,0.0,Riparian,2018-04-27,S027673
685,,,0.0,Riparian,2018-04-26,S027667
