,6a. Construction work has commenced,6b. Construction is completed,6c. Beneficial uses of water has commenced,6d. Explanation of work remaining to be done,6e. Estimated date of completion,Project Status,ApplID,Report_ID
0,No,No,No,Pipe the ditch system to make the water usage more efficient.,06/01/2017,Not Complete,D029409,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=323526
1,No,No,No,Piping the ditch to make water usage more efficient.,06/01/2017,Not Complete,D029409,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=324398
2,,,,,,Complete,D029409,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=371666
3,,,,,,Complete,D029417,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=371770
4,,,,,,Complete,D029454,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=323434
5,,,,,,Complete,D029454,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=371569
6,,,,,,Complete,D029454,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=382415
7,,,,,,Complete,D029459,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=323262
8,,,,,,Complete,D029459,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=324183
9,,,,,,Complete,D029459,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=324941
10,,,,,,Complete,D029459,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=372136
11,,,,,,Complete,D029487,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=323171
12,,,,,,Complete,D029487,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=324098
13,,,,,,Complete,D029487,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=324873
14,,,,,,Complete,D029487,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=333800
15,,,,,,Complete,D029487,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=333801
16,,,,,,Complete,D029487,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=372137
17,,,,,,Complete,D029497,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=323775
18,,,,,,Complete,D029497,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=371597
19,,,,,,Complete,D029499,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=323345
20,,,,,,Complete,D029499,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=324254
21,,,,,,Complete,D029499,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=324996
22,,,,,,Complete,D029499,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=371667
23,,,,,,Complete,D029500,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=323172
24,,,,,,Complete,D029500,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=324099
25,,,,,,Complete,D029500,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=324874
26,,,,,,Complete,D029500,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=372042
27,,,,,,Complete,D029504,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=371486
28,,,,,,Complete,D029506,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=323173
29,,,,,,Complete,D029506,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=324100
30,,,,,,Complete,D029506,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=324875
31,,,,,,Complete,D029506,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=371856
32,,,,,,Complete,D029552,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=323776
33,,,,,,Complete,D029552,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=324614
34,,,,,,Complete,D029552,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=325274
35,,,,,,Complete,D029552,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=371670
36,,,,,,Complete,D029555,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=323174
37,,,,,,Complete,D029555,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=324101
38,,,,,,Complete,D029555,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=324876
39,,,,,,Complete,D029555,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=372138
40,,,,,,Complete,D029570,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=372043
41,,,,,,Complete,D029582,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=323348
42,,,,,,Complete,D029582,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=324257
43,,,,,,Complete,D029582,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=324999
44,,,,,,Complete,D029582,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=372139
45,,,,,,Complete,D029583,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=371859
46,,,,,,Complete,D029585,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=323265
47,,,,,,Complete,D029585,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=324186
48,,,,,,Complete,D029585,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=324944
49,,,,,,Complete,D029585,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=371860
50,,,,,,Complete,D029590,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=371772
51,No,No,Yes,This is ongoing use of water for two residences.  There is no construction.,12/31/2016,Not Complete,D029597,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=323684
52,No,No,Yes,This is ongoing use of water for two residences.  There is no construction.,12/31/2015,Not Complete,D029597,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=324533
53,No,No,Yes,This is ongoing use of water for two residences.,12/31/2014,Not Complete,D029597,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=325212
54,No,No,Yes,This is ongoing use of water for two residences.,12/31/2014,Not Complete,D029597,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=334756
55,No,No,Yes,This is ongoing use of water for two residences.  There is no construction.,12/31/2014,Not Complete,D029597,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=334770
56,No,No,Yes,This is ongoing use of water for two residences.  There is no construction.,12/31/2015,Not Complete,D029597,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=334785
57,No,No,Yes,This is ongoing use of water for two residences.  There is no construction.,12/31/2014,Not Complete,D029597,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=334853
58,No,No,Yes,This is ongoing use of water for two residences.  There is no construction.,12/31/2015,Not Complete,D029597,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=334854
59,No,No,Yes,This is ongoing use of water for two residences.  There is no construction.,12/31/2016,Not Complete,D029597,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=334855
60,No,No,Yes,This is the ongoing use of water for two residences.  There is no construction.,12/31/2017,Not Complete,D029597,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=371575
61,No,No,Yes,This water is used at two households.  There is no construction.,12/31/2016,Not Complete,D029598,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=323266
62,No,No,Yes,This water supplies two households.  There is no construction.,12/31/2015,Not Complete,D029598,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=324187
63,No,No,Yes,This is for the ongoing use of water to two residences.  There is no construction.,12/31/2014,Not Complete,D029598,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=324945
64,No,No,Yes,This is the ongoing water source for two residences.  There is no construction.,12/31/2017,Not Complete,D029598,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=372045
65,,,,,,Complete,D029626,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=323779
66,,,,,,Complete,D029626,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=324617
67,,,,,,Complete,D029626,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=325277
68,,,,,,Complete,D029626,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=372047
69,,,,,,Complete,D029639,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=323780
70,,,,,,Complete,D029639,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=324618
71,,,,,,Complete,D029639,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=371576
72,,,,,,Complete,D029655,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=323175
73,,,,,,Complete,D029655,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=324102
74,,,,,,Complete,D029655,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=334480
75,,,,,,Complete,D029661,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=371577
76,,,,,,Complete,D029667,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=323685
77,,,,,,Complete,D029667,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=324534
78,,,,,,Complete,D029667,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=334409
79,,,,,,Complete,D029667,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=334410
80,,,,,,Complete,D029667,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=334411
81,,,,,,Complete,D029667,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=371487
82,,,,,,Complete,D029683,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=371775
83,,,,,,Complete,D029713,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=323781
84,,,,,,Complete,D029713,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=324619
85,,,,,,Complete,D029713,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=371488
86,,,,,,Complete,D029717,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=323782
87,,,,,,Complete,D029717,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=324620
88,,,,,,Complete,D029717,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=371489
89,,,,,,Complete,D029729,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=323528
90,,,,,,Complete,D029729,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=324400
91,,,,,,Complete,D029729,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=371958
92,,,,,,Complete,D029730,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=372141
93,,,,,,Complete,D029733,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=323571
94,,,,,,Complete,D029733,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=324439
95,,,,,,Complete,D029733,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=371600
96,,,,,,Complete,D029735,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=323600
97,,,,,,Revocation Requested,D029735,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=372061
98,,,,,,Complete,D029749,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=323601
99,,,,,,Complete,D029749,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=324463
100,,,,,,Complete,D029749,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=372049
101,No,No,No,The Spring collection system was in place when we bought our land and took over the permit.  We have made no changes.  At this time we are using no water.  During the 2017 year we estimate the amount of water running down the hill to be a total of 2500 Gallons.,06/15/2012,Not Complete,D029756,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=371672
102,No,No,No,The Spring collection system was in place when we bought our land and took over the permit.  We have made no changes.  At this time we are using no water.  During the 2017 year we estimate the amount of water running down the hill to be a total of 2500 Gallons.,06/15/2012,Not Complete,D029756,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=381256
103,,,,,,Complete,D029768,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=323686
104,,,,,,Complete,D029768,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=324535
105,,,,,,Complete,D029768,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=371959
106,,,,,,Complete,D029774,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=323350
107,,,,,,Complete,D029774,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=324259
108,,,,,,Complete,D029774,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=371491
109,,,,,,Complete,D029790,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=323351
